model_path,split_type,norm,model_id,arel_data_tr,arel_data_un,norm_arel_data_tr,norm_arel_data_un,srel_data_tr,srel_data_un,r_data_tr,r_data_un
linear-california,train,E,28,2.1372598322154,2.87307048721761,0.635824859739081,0.854725107364258,0.117977679142897,0.0565251002528571,0.657924964180381,0.550670813864561
linear-california,train,T,28,2.15736361132907,3.0247468845427,0.646125215687109,0.905904420984489,0.115629564019318,0.0485701135607648,0.677019325739433,0.540631316194716
linear-california,union,E,28,2.1632239839565,2.99321451235861,0.638521675832773,0.88351107455021,0.114953913403314,0.0501260466708922,0.641731075120523,0.529574139450573
linear-california,union,T,28,2.19201888728039,3.36591913901418,0.65078504668439,0.99930244977813,0.111691029244735,0.0345302634153905,0.663770490829662,0.503127331273107
linear-california,test,E,29,1.96148592221461,3.74354636134803,0.614766672304564,1.17329801510142,0.140649271692509,0.0236700116955443,0.671380901410504,0.484637964281899
linear-california,test,T,29,1.97475656494051,4.93121884707063,0.619295255714452,1.54645918950143,0.138795095723131,0.00721770064464478,0.709880749423435,0.431583552895057
linear-california,train,E,29,2.18086995535865,7.42609517434686,0.648798668544545,2.20922877577493,0.112943232318894,0.00059550833397485,0.652767753029504,0.394808295022294
linear-california,train,T,29,2.16308391919653,7.99236268521249,0.647838434142844,2.39369341204895,0.114970015523246,0.000338034470074394,0.684368672344468,0.401884416024598
linear-california,union,E,29,2.24056587814614,7.46355751358867,0.661350784725939,2.20302811294401,0.106398278879908,0.000573611905243284,0.635741977620481,0.384655905655881
linear-california,union,T,29,2.21621835049614,8.03530177643001,0.657969587333188,2.38558813158085,0.109020607989867,0.000323826792414529,0.670806282901005,0.393891765634984
linear-california,test,E,30,1.928999231347,2.90856117425114,0.60458473084239,0.911597913621421,0.14529353096067,0.0545541673674278,0.675413483715154,0.334591540220035
linear-california,test,T,30,1.96391545151528,5.23322421191037,0.615895418878811,1.64116984547091,0.140307974928936,0.00533629219913439,0.708694805806186,0.305043037935713
linear-california,train,E,30,2.15913537490829,6.66625346241593,0.642332731947582,1.98317940048133,0.115424877151021,0.00127315976769443,0.656603968260156,0.352341023429609
linear-california,train,T,30,2.15943705503703,7.27297068765089,0.646746207093466,2.1782372380655,0.115390061011155,0.000694047131006078,0.682841031109569,0.375060687917186
linear-california,union,E,30,2.19479707080915,6.85938248909265,0.647841145512235,2.02469297428125,0.111381161700735,0.00104956184844901,0.640435340028881,0.334783946020592
linear-california,union,T,30,2.19876646783501,8.26577814123034,0.652788325283732,2.45401389775311,0.110939921955961,0.000257168732648796,0.669676459178377,0.3389667639182
linear-california,test,E,31,2.04250512768275,1.81722963349782,0.640159618934622,0.569554031434167,0.129703380023057,0.162475243989525,0.672028842228372,0.457958807300396
linear-california,test,T,31,2.05332012786902,2.93241762286313,0.643933250420962,0.919623387436259,0.128308196000538,0.0532681001694554,0.708966694860781,0.377227472959215
linear-california,train,E,31,2.40916376700094,3.7704650810346,0.716715015718999,1.12169582526375,0.089890432497417,0.0230413447024807,0.645261035352186,0.452233971541353
linear-california,train,T,31,2.41014866881054,4.21809784366637,0.721833732753952,1.26331016464547,0.0898019428317537,0.0147266302328191,0.674785470866502,0.465108110922423
linear-california,union,E,31,2.46966183041545,3.91972381771468,0.728973339049673,1.15699004793354,0.0846134678652437,0.0198465752600359,0.628092648659978,0.424581535535074
linear-california,union,T,31,2.48076751684006,4.90461211680099,0.736511174072455,1.45612259270322,0.0836789759158211,0.00741231763886048,0.66002977719398,0.409819762698061
linear-california,test,E,32,1.94695959046315,2.91805808518082,0.610213846036226,0.914574424573292,0.142707301294745,0.0540385236856977,0.675093695912968,0.337387963276082
linear-california,test,T,32,1.99160753974281,5.0895164833419,0.624579820371434,1.59610225785429,0.136475858644922,0.00616099811231795,0.707571776150032,0.306045750042633
linear-california,train,E,32,2.20444596195086,6.70921623123437,0.655812420854278,1.99596062438599,0.110311625214716,0.00121961964988493,0.653414160066683,0.351585191448355
linear-california,train,T,32,2.20581464733435,6.92600955978483,0.660636184503297,2.07432321430046,0.110160746581899,0.000981911319412569,0.680127504156041,0.364518601749507
linear-california,union,E,32,2.25875307495395,6.88321851447076,0.666719123589852,2.03172868532296,0.10448068314472,0.00102484026816631,0.63666757624458,0.335467825234474
linear-california,union,T,32,2.25716541536963,7.72174854453504,0.670126297149836,2.29249780474066,0.104646694652701,0.00044308517200577,0.66659709354915,0.332648463671339
linear-california,test,E,33,1.91465184915173,3.221072122401,0.600087990739096,1.00954473723967,0.147393138700778,0.039912244502555,0.679209695748105,0.353694212050447
linear-california,test,T,33,1.97556693346873,5.62456299057305,0.619549392043868,1.76389598463439,0.13868266610655,0.00360813958254097,0.707735253002864,0.312174822296037
linear-california,train,E,33,2.20450189047025,7.335229126589,0.655829059328673,2.1821965491828,0.11030545582137,0.000652154457172871,0.655482234246275,0.352373803216853
linear-california,train,T,33,2.21841734194257,7.63528920779675,0.664410661243897,2.286750763902,0.108781136000339,0.000483098878536421,0.678200682514045,0.36191025819333
linear-california,union,E,33,2.24331727799559,7.51338233580887,0.662162919047574,2.21773497141917,0.1061059370305,0.000545732114278447,0.639233645366294,0.337292725516314
linear-california,union,T,33,2.25807564718556,8.39706178487986,0.670396534444898,2.49299049264338,0.104551485239688,0.000225529004354093,0.665069813079494,0.332470811700765
linear-california,test,E,34,1.97834647632316,1.65792768817097,0.620051087871931,0.519625798092753,0.138297726918258,0.190533415914988,0.678870113542007,0.466431463521016
linear-california,test,T,34,2.00275511505157,2.6976827546224,0.628075765453475,0.846009154252728,0.134962932131359,0.0673614249771851,0.710556753355657,0.37425470927848
linear-california,train,E,34,2.2541862323001,2.96115172506422,0.670609919942354,0.880928865959869,0.104958921172742,0.0517592703819626,0.656325920383668,0.480161719391048
linear-california,train,T,34,2.26102108146511,3.3107716415152,0.677170378819331,0.991568148146759,0.104243988788688,0.0364880072267243,0.679330102104504,0.478934541303253
linear-california,union,E,34,2.31541799189895,3.18245628062338,0.683444981844471,0.93936981682847,0.098724909164203,0.0414836344293065,0.638849095085409,0.435916507722363
linear-california,union,T,34,2.3219978953544,4.0493056123212,0.689374310366504,1.20219198714264,0.0980774412673956,0.0174344767230612,0.665025829645936,0.406755580600343
linear-california,test,E,35,1.86904331020876,2.36848227351308,0.585793414674545,0.742327002814284,0.15427118090273,0.0936227121729688,0.679791327328306,0.243341628500334
linear-california,test,T,35,1.94566311467304,5.86987022191435,0.610171378856469,1.84082577297349,0.14289243784254,0.0028232397048856,0.704669282265247,0.251003510545044
linear-california,train,E,35,2.15734622173705,6.33056442787796,0.641800467200448,1.88331347398806,0.115631574787744,0.00178102822336846,0.6574722966433,0.384707720806094
linear-california,train,T,35,2.18406390493652,7.52289404055327,0.654121889439938,2.25308868148992,0.112583072801551,0.000540565880333982,0.676418284817476,0.406700287921605
linear-california,union,E,35,2.18474674139386,7.385912685287,0.644874576526075,2.18010958658954,0.112506223215798,0.000619924609259698,0.641201167493142,0.332762625366882
linear-california,union,T,35,2.22625371283325,10.4344960342467,0.660948970305181,3.09788114882547,0.10793201801971,2.94005835773567e-05,0.662430068741518,0.34137448858321
linear-california,test,E,36,1.89068858124828,3.26483918832839,0.592577450745053,1.02326216093973,0.150967819428349,0.0382030780905817,0.682186801076652,0.538910493021314
linear-california,test,T,36,1.95442582251765,3.50764310575724,0.612919415496388,1.10001747693919,0.141645783168892,0.0299674614056542,0.708067793109166,0.52580816617718
linear-california,train,E,36,2.17743105208143,6.6830959668532,0.647775610813828,1.98818996721733,0.113332301773337,0.00125189613770098,0.659579097268371,0.408540537125635
linear-california,train,T,36,2.20245878347904,7.053770131661,0.659631111345511,2.11258719846441,0.110531052049469,0.000864144868223109,0.677856209622369,0.409483773606572
linear-california,union,E,36,2.20385876795314,6.73083278059959,0.650515898607237,1.98674878731607,0.110376418560191,0.00119353858837145,0.64366391129644,0.397667879510444
linear-california,union,T,36,2.23209192108549,7.1583973067984,0.662682266789091,2.12524534004816,0.107303724260928,0.000778300931781733,0.66516352173542,0.399332015275556
linear-california,test,E,37,1.86278867182819,2.3378972717613,0.583833093073384,0.732741086577811,0.155239115235931,0.096530402179599,0.678618190170655,0.343954944896595
linear-california,test,T,37,1.9229431052602,4.44786365838796,0.603046250479148,1.3948761637804,0.146176116731596,0.0117035430482013,0.707025295917402,0.307033601637991
linear-california,train,E,37,2.13935947091761,4.4593367623277,0.636449492487618,1.32663194652253,0.11773022851114,0.0115700344259944,0.656851192797187,0.424511878804166
linear-california,train,T,37,2.1528466992181,5.22526771980003,0.644772411367702,1.56495512149607,0.11615303394123,0.00537891972381675,0.67918345563047,0.440841004924972
linear-california,union,E,37,2.16580428650784,5.10247494774312,0.639283307139313,1.50610425859313,0.114657679877693,0.00608167609337114,0.640782635679017,0.36608226025899
linear-california,union,T,37,2.18988973229714,7.0381583930172,0.650152925203495,2.08954779767184,0.111929090100532,0.000877741529664304,0.665728621445676,0.36534320464536
linear-california,test,E,38,1.93331742896528,4.88026572623998,0.605938135396601,1.52956729717192,0.144667477465505,0.00759499556979543,0.67794234280222,0.375601225444348
linear-california,test,T,38,1.96280759065151,7.95194874900579,0.615547987205913,2.49377782627709,0.140463502778936,0.0003519755837897,0.710333598222145,0.317287981885219
linear-california,train,E,38,2.17382293561599,9.27090835812464,0.646702212946626,2.75805211776627,0.113741956514015,9.41229776255816e-05,0.658211729317579,0.372120740102554
linear-california,train,T,38,2.17647304518805,9.63143388953134,0.651848445192304,2.88459129771627,0.113440926923192,6.56328720281807e-05,0.682444121450152,0.371743005240997
linear-california,union,E,38,2.21712693140341,9.62100391719341,0.65443227990863,2.83984441276588,0.108921598932629,6.63210034254651e-05,0.641744976779506,0.3513173081835
linear-california,union,T,38,2.21664436072428,11.2352734926708,0.65809606484112,3.33562271149554,0.108974173987168,1.32002671139577e-05,0.669407291768901,0.331743858115006
linear-california,test,E,39,1.87552942247856,1.83284843321517,0.587826284557088,0.57444925776176,0.15327379876628,0.159957290586611,0.679981291814329,0.449750576712732
linear-california,test,T,39,1.94177293151694,2.69718085530475,0.608951394573239,0.84585175567926,0.143449398233938,0.0673952421161068,0.70671689737883,0.380078784109413
linear-california,train,E,39,2.15315944424411,3.3717479701668,0.640554920368902,1.00307933920445,0.116116713337449,0.0343295777897954,0.658285791332614,0.437369493545783
linear-california,train,T,39,2.17452957000955,3.68263572790474,0.6512663790481,1.10294054812745,0.113661610926373,0.0251565814724695,0.678527261611493,0.45622308994927
linear-california,union,E,39,2.17952605341333,3.52835769542232,0.643333579170715,1.04146999355006,0.113095118986053,0.0293530830062481,0.64221802134043,0.410661387687682
linear-california,union,T,39,2.21115897785639,4.27202923454791,0.656467518131751,1.26831605374152,0.109573581541178,0.0139534396035035,0.665117303976498,0.403127635232923
linear-california,test,E,40,1.86797309227775,1.83603277313104,0.585457988195753,0.575447289932878,0.154436373066811,0.159448742326348,0.677293874544457,0.323067035618792
linear-california,test,T,40,1.93769220549401,3.58771799110677,0.607671654927991,1.12512943123232,0.144035971935584,0.0276613819734505,0.70513635691148,0.291787449131743
linear-california,train,E,40,2.15094677655073,3.68364197855108,0.639896662021186,1.0958663560871,0.116373925495288,0.0251312803778595,0.654950419587109,0.432300885470357
linear-california,train,T,40,2.16552248841522,4.26278989189462,0.648568779761968,1.27669532565835,0.114689994746107,0.0140829576225086,0.678213524152889,0.444389787938539
linear-california,union,E,40,2.17902350123134,4.25182390520154,0.643185240180476,1.2550164686736,0.113151969468842,0.0142382410100742,0.638710814595649,0.368767691002346
linear-california,union,T,40,2.21110914392974,5.82745854474254,0.65645272301549,1.73010502012454,0.109579042159064,0.0029455534679671,0.663865755139256,0.364040809087239
linear-california,test,E,41,1.87659598078839,1.77578797593415,0.588160564041599,0.556565434561426,0.153110410469588,0.169349953222862,0.681400569932515,0.405578178499076
linear-california,test,T,41,1.95218660870492,3.04688369427398,0.612217184894718,0.955520619643788,0.141963313739822,0.0475067394772751,0.705613029636434,0.341774144742462
linear-california,train,E,41,2.1614869946029,3.07582590901628,0.643032327869402,0.915043902338686,0.115153760643066,0.0461514957003713,0.659465148220868,0.470811348744584
linear-california,train,T,41,2.19243196692604,3.51796208274364,0.656628103890514,1.05362118724691,0.111644901481829,0.0296598178741806,0.676774974075536,0.483918169736539
linear-california,union,E,41,2.18807123510614,3.50753709535152,0.6458558717189,1.03532434957253,0.112132818019652,0.0299706384367924,0.643305329463267,0.40588840949685
linear-california,union,T,41,2.23034089979753,4.68972735296786,0.662162408827444,1.39232579246834,0.107491779963106,0.00918919122044403,0.663228649821321,0.394686629687638
linear-california,test,E,42,1.97676013123263,3.86773201699331,0.619553897409646,1.21222014113066,0.138517288942912,0.0209057295382834,0.674463582204363,0.339666032376695
linear-california,test,T,42,2.01960385032911,7.20003763346151,0.633359627782341,2.25797408477158,0.132708026909443,0.000746557712297079,0.707052846091197,0.297800082952476
linear-california,train,E,42,2.22581161894128,7.99583625790551,0.66216860443776,2.3787240982813,0.107979744654675,0.000336862319723138,0.653049506586839,0.384654135346907
linear-california,train,T,42,2.22781303225376,8.88671676104888,0.667224647906584,2.66155030789899,0.107763848676853,0.000138212699170834,0.679651290138605,0.394468395743645
linear-california,union,E,42,2.29468190215428,8.54456543492265,0.677324282891341,2.52211064653179,0.100793450348808,0.000194599796310286,0.635760852238412,0.352386084973316
linear-california,union,T,42,2.28969769842506,11.1487227503277,0.679784755601006,3.30992679745796,0.101297079492438,1.43936596514299e-05,0.665745803407031,0.340269890810061
linear-california,test,E,43,1.94622570339437,2.99379222074375,0.609983831991253,0.93831093064381,0.142812070777569,0.0500970967965143,0.673819703103711,0.38529722900096
linear-california,test,T,43,1.99919971409589,5.02365684238523,0.626960770834338,1.57544828768316,0.135443633505929,0.00658041910183511,0.705555029267836,0.325881487353976
linear-california,train,E,43,2.18919286077516,4.85277507077903,0.65127469419632,1.44367801341452,0.112007117480275,0.0078066833628154,0.653516043389921,0.416425096361477
linear-california,train,T,43,2.19498363553286,5.42863232018501,0.657392322504514,1.62586233046022,0.111360383843344,0.00438909457559051,0.680226258754983,0.419347304059903
linear-california,union,E,43,2.23768805779093,5.43299789619297,0.660501334696915,1.60366515312398,0.106704915022869,0.00436997541305807,0.636914486670324,0.368578056329718
linear-california,union,T,43,2.25004054021239,7.21263563338965,0.668011004148153,2.14134807169322,0.105394951741526,0.000737211573230688,0.666066795269327,0.352348357580441
linear-california,test,E,44,1.98791817068031,2.83151173940673,0.623051037360031,0.887449167955808,0.136980298415648,0.0589237090117751,0.670046587042236,0.266029382751025
linear-california,test,T,44,2.02358633730542,6.26500892001241,0.634608559085652,1.9647435891873,0.132180569913065,0.00190169645522239,0.706203890474228,0.261971279918009
linear-california,train,E,44,2.23300757303283,7.59524300003014,0.664309367311785,2.25954946721316,0.107205516365838,0.000502837752253654,0.649298700615457,0.360697481038891
linear-california,train,T,44,2.22519327534015,8.49035245256163,0.66644003700837,2.54284015029407,0.108046533886052,0.000205440839203785,0.680635531805788,0.377961708067233
linear-california,union,E,44,2.298756465152,8.07962970912494,0.678526977024212,2.38487495527068,0.100383596640017,0.000309785725010257,0.632154866109086,0.333094827889927
linear-california,union,T,44,2.28625916344678,10.5738698770024,0.678763894348693,3.13925963022938,0.101645992574606,2.55756488235813e-05,0.666520644967366,0.330033386297032
linear-california,test,E,45,1.89860923306826,2.53774861036688,0.595059932371203,0.795378264341212,0.149776779029612,0.0790441588128903,0.685650273147336,0.521563272088814
linear-california,test,T,45,1.9594410813777,2.92059707723409,0.614492230127494,0.915916394909694,0.140937171321088,0.0539014943353181,0.709070500824815,0.507931598808389
linear-california,train,E,45,2.18442664774697,5.45233687921912,0.649856767987977,1.62204486287764,0.11254224150739,0.00428627646753843,0.664236246852526,0.394636132953816
linear-california,train,T,45,2.21927267396386,5.95282450552881,0.664666831128211,1.78285662990893,0.108688131791815,0.00259849069215581,0.677246206089091,0.417513857178828
linear-california,union,E,45,2.20930656336946,5.49191354678124,0.65212393156389,1.62105536339596,0.109776745344701,0.00411995290388776,0.648207261818327,0.383820701355123
linear-california,union,T,45,2.24679029089037,6.05923730853796,0.667046042728776,1.79891745349011,0.105738068918093,0.00233618199428615,0.66470292796348,0.405936421159325
linear-california,test,E,46,1.93310651550945,3.90935448080823,0.605872031142719,1.22526540609169,0.144697993001079,0.0200534417660192,0.680388219042086,0.335084753506636
linear-california,test,T,46,1.95881988558853,7.23496833249107,0.614297419479978,2.26892855712116,0.141024748096796,0.000720930129969402,0.711452650531087,0.295325994636089
linear-california,train,E,46,2.17585035038453,8.25773978730142,0.647305359410808,2.45663918016945,0.113511587996752,0.000259244276744346,0.660819281559217,0.364051704552664
linear-california,train,T,46,2.18299538655516,9.11790245124102,0.653801870753243,2.73078986638359,0.112703434176988,0.000109684504811251,0.682563938972948,0.374617608620464
linear-california,union,E,46,2.2156425794794,8.67757590762004,0.65399414179391,2.56137152314925,0.109083396970478,0.000170363544425943,0.64440877918645,0.340084411023505
linear-california,union,T,46,2.22082279911367,11.0382210218191,0.659336594855752,3.27712011273299,0.108519782100494,1.60753900810281e-05,0.66955971633949,0.330814474666431
linear-california,test,E,47,1.95417013550673,2.15752957112081,0.612473766809421,0.676210448321288,0.141682004786301,0.115610375753238,0.672497754779212,0.390856384038702
linear-california,test,T,47,1.97208381654993,3.9419355400987,0.61845706612319,1.23621413477304,0.13916655628102,0.0194106083519793,0.709344360432251,0.327902100936336
linear-california,train,E,47,2.16611165579492,4.46788697429411,0.644408143064838,1.3291755948157,0.114622443044008,0.0114715298966028,0.654550007446909,0.459526644222098
linear-california,train,T,47,2.15441823142651,5.05247115795314,0.645243081486444,1.51320296659413,0.115970639064538,0.00639351452451347,0.684187025989282,0.465801106175133
linear-california,union,E,47,2.22292999319972,4.90400066551082,0.656145177311127,1.44752034299282,0.108291350616694,0.00741685129595794,0.637615918678832,0.409629895516817
linear-california,union,T,47,2.20559358949307,6.44576009009406,0.654815218716423,1.91367159539062,0.110185101170519,0.00158723766682916,0.670728298368522,0.391339674230343
linear-california,test,E,48,1.86085382754577,2.7417815599069,0.583226676393325,0.859326037816733,0.155539769516266,0.0644554133628533,0.677417297076576,0.540930780501437
linear-california,test,T,48,1.92897638271973,2.82097068068832,0.604938321721461,0.884672971887283,0.14529685075633,0.0595481124433443,0.705233361509711,0.557473749844426
linear-california,train,E,48,2.143173715977,5.06429677175507,0.637584212652822,1.50660473567246,0.117282031877979,0.00631835258486233,0.655126069746346,0.429663253391149
linear-california,train,T,48,2.15761810322877,5.2967737887688,0.646201435399316,1.58637101726476,0.115600140976031,0.00500772384854309,0.678018294913994,0.454579130665095
linear-california,union,E,48,2.17091980146236,5.10049786029607,0.6407932604339,1.50552067908434,0.114072644456143,0.00609371199292475,0.638881929715285,0.418883793852206
linear-california,union,T,48,2.20175348596163,5.33789202667922,0.653675136406693,1.58475838503773,0.110609036824076,0.00480599094064395,0.663810687646293,0.445886701684021
linear-california,test,E,49,1.86135210499023,1.71875699909329,0.583382845939559,0.538690851086901,0.155462286862931,0.17928886568623,0.682847342400794,0.424230916720511
linear-california,test,T,49,1.9350787359287,2.71830159929395,0.606852055524456,0.852475345027887,0.144412897892265,0.0659867312196471,0.705500088553716,0.35204473570195
linear-california,train,E,49,2.14957009658495,2.90054921858907,0.639487106134271,0.862899902144338,0.116534245476389,0.054993008578234,0.661218683389758,0.435673979760691
linear-california,train,T,49,2.1853904927454,3.22451237243563,0.654519199299823,0.965733704408872,0.112433820489723,0.039775172318507,0.675120999486548,0.455134705415993
linear-california,union,E,49,2.17532991970337,3.04227196685523,0.642095000850407,0.897991428082525,0.113570678284678,0.0477263335751647,0.644989392843313,0.404745622892785
linear-california,union,T,49,2.21823644767143,3.8616111127913,0.658568737035799,1.14646766179683,0.108800815664566,0.0210340839277836,0.662074863665353,0.393278753272041
linear-california,test,E,50,1.85837358736651,2.14320209926143,0.582449322355629,0.671719948492676,0.15592602430641,0.11727870307595,0.676109563317111,0.405039899195528
linear-california,test,T,50,1.92753193033962,3.74219881739318,0.604485332972372,1.17357552555935,0.145506876788011,0.0237019295772602,0.70463478306974,0.340562803939604
linear-california,train,E,50,2.1436743205647,4.08321011935472,0.637733140189364,1.2147360195942,0.117223334648042,0.0168532776914191,0.653512725883233,0.461373928080785
linear-california,train,T,50,2.15435783649151,4.59311345412806,0.645224993348591,1.37562643851008,0.115977643315254,0.0101212970723822,0.678053058500773,0.472145973494959
linear-california,union,E,50,2.17222386617179,4.46930486121997,0.64117818293376,1.3192106092381,0.113923983299148,0.0114552760900957,0.637183766765151,0.410662607002807
linear-california,union,T,50,2.20249851840874,5.86138495388031,0.653896327920456,1.74017737847997,0.110526660193141,0.00284729757489699,0.663393909440551,0.394316729286742
linear-california,test,E,51,1.85627625845158,2.46416817674823,0.581791979928056,0.772316769068592,0.156253395648466,0.0850795841216275,0.680822151407909,0.503079997660859
linear-california,test,T,51,1.93238629202219,3.48388791206628,0.606007689303735,1.09256770869303,0.144802245432217,0.0306878670664646,0.704439033315531,0.426926315181165
linear-california,train,E,51,2.14526376185706,4.48936001075394,0.638205991581386,1.33556372329192,0.117037163033146,0.011227827199362,0.658735566263855,0.431830226399277
linear-california,train,T,51,2.17597238725228,4.8068529658623,0.651698499344031,1.43964090848395,0.113497736243329,0.00817354168013969,0.675202399779223,0.44502246637757
linear-california,union,E,51,2.17207505487519,4.60482372151576,0.641134258107114,1.35921188993061,0.113940937736291,0.0100034652449808,0.642441858668319,0.415358538832299
linear-california,union,T,51,2.21500808359873,5.15390717563108,0.657610273093744,1.53013541140672,0.109152631898821,0.00577678964334044,0.661521348057178,0.412742950729929
linear-california,test,E,52,1.86439013512898,2.33439027552828,0.584335021867823,0.731641927833137,0.1549907044535,0.0968695282457562,0.680248939459787,0.303884397612179
linear-california,test,T,52,1.94072659392762,4.56331720325649,0.608623256960509,1.43108307346329,0.143599573284674,0.0104274116652332,0.704596634237168,0.291564800966469
linear-california,train,E,52,2.15163934614616,5.61070660917908,0.640102698254703,1.66915912096685,0.116293356355877,0.00365848332628197,0.658077207616731,0.387015678699694
linear-california,train,T,52,2.18015331290634,6.35132418957502,0.652950676527245,1.90220632736071,0.113024201243294,0.00174443564267871,0.675988403634142,0.417400323559059
linear-california,union,E,52,2.17879645513496,6.10237239455357,0.643118222684821,1.80124530646122,0.113177663098516,0.00223755305905213,0.641806020092274,0.350748654832972
linear-california,union,T,52,2.22099967603395,8.02197903398722,0.659389107566973,2.3816327634894,0.108500589153092,0.000328169920312865,0.662132301676363,0.356838864821248
linear-california,test,E,53,1.97122270684689,1.92383430982083,0.617818364197706,0.602965947050268,0.139286445564476,0.146045901942335,0.676440843703551,0.608195680929545
linear-california,test,T,53,1.99654830780327,2.13676896956116,0.626129274250333,0.670103297237018,0.135803226110489,0.118035604195082,0.70991966446089,0.603826031418122
linear-california,train,E,53,2.22376680919044,3.4689749743402,0.661560283047247,1.03200392074553,0.108200768588372,0.0311489427685156,0.655092016633653,0.514210056106005
linear-california,train,T,53,2.22115355324098,3.76242824269533,0.66523014995042,1.12683821450068,0.108483894669955,0.0232272703915712,0.680943250276361,0.528351608112377
linear-california,union,E,53,2.29199443518617,3.50657727490515,0.676531019722594,1.03504103810573,0.101064693732785,0.0299994186780774,0.637513172663878,0.501644063348763
linear-california,union,T,53,2.28347069324465,3.79188669930697,0.677936029807376,1.12576729012223,0.101929824941203,0.0225530109355284,0.666814184977307,0.5178967418214
linear-california,test,E,54,1.90141411850089,2.59655323759913,0.595939036352571,0.813808743291001,0.149357260949084,0.0745300232898386,0.678608473727794,0.286760002115122
linear-california,test,T,54,1.93980685419738,5.5915847606644,0.608334821179846,1.75355381806719,0.143731708273054,0.00372911342716945,0.709873758114555,0.272529291654324
linear-california,train,E,54,2.14798990608219,6.63790967753381,0.639017006809129,1.97474725630517,0.116718537354127,0.00130976220973258,0.658896789716397,0.372116961060421
linear-california,train,T,54,2.15439757082695,7.54528594253734,0.645236893686542,2.25979500230813,0.115973035112223,0.000528596095381938,0.682377090437927,0.390307205109463
linear-california,union,E,54,2.17382295997411,7.13128635174073,0.641650189559999,2.10495119595921,0.113741953743475,0.000799690042905881,0.643086410316753,0.34001351942813
linear-california,union,T,54,2.18312785320543,9.46529141441658,0.64814540153392,2.81013551058171,0.112688505719372,7.74954436910407e-05,0.669731101988829,0.33812318731546
linear-california,test,E,55,1.89115753425658,2.70019653669223,0.592724429460073,0.846292507445776,0.150897039212867,0.0671923056884537,0.683031610380745,0.29276809894954
linear-california,test,T,55,1.9381275519114,5.39567902806178,0.607808182121097,1.69211662984763,0.143973280038564,0.00453613918700434,0.710265273434153,0.283175350609849
linear-california,train,E,55,2.16727751558498,5.34828551906869,0.644754980929992,1.5910900671733,0.114488887215438,0.00475629859621285,0.661543600175661,0.39935408026656
linear-california,train,T,55,2.18711253988035,6.32390624034852,0.655034948277257,1.89399471747509,0.112240370763855,0.00179292620882953,0.679562218958894,0.427726643437412
linear-california,union,E,55,2.1924894159548,6.31747206771746,0.647159991985937,1.86473656062552,0.111638487774905,0.00180449939759298,0.645630333326842,0.340223058808059
linear-california,union,T,55,2.21539740708023,8.86904358270988,0.657725858731054,2.63311642774245,0.109110144487365,0.000140677069335333,0.666904660986069,0.352425487722606
linear-california,test,E,56,1.97176249323529,1.74821951180138,0.617987543429631,0.547924958092282,0.139211280925321,0.174083621513245,0.675608907009726,0.609502848195389
linear-california,test,T,56,2.00100112021677,1.8739071146667,0.627525702372778,0.587668275860424,0.135199864145227,0.153522657855814,0.709458202478157,0.603022569675545
linear-california,train,E,56,2.23392111389213,3.56641147514097,0.66458114146857,1.0609908265589,0.107107624467229,0.0282570731668596,0.653478540422013,0.448728300184581
linear-california,train,T,56,2.22958556623599,3.81934983036369,0.667755517573414,1.14388609317831,0.107573002783402,0.0219420623202648,0.68040724817835,0.44841942919383
linear-california,union,E,56,2.3004127793229,3.6214672054667,0.679015873462098,1.0689532504067,0.100217467485393,0.026743409616607,0.636030368245981,0.439407845280365
linear-california,union,T,56,2.28990986202667,3.8611246922873,0.679847744519659,1.14632324917692,0.101275590218922,0.0210443178262763,0.666403227662763,0.439892557459565
linear-california,test,E,57,1.91459829575233,2.02802651872598,0.600071206093961,0.635621749889963,0.147401032315767,0.131594965259938,0.680604306722618,0.28387524600787
linear-california,test,T,57,1.9492612236172,4.3328310468033,0.611299766951599,1.3588012612473,0.142379219145971,0.0131303222648909,0.711047917862223,0.277935824990236
linear-california,train,E,57,2.17551208165344,4.63082107063048,0.647204726036588,1.37764773067314,0.113549991912644,0.00974675304335633,0.659541707798521,0.414523146630598
linear-california,train,T,57,2.18365439009257,5.45935843265839,0.653999240728572,1.63506472728606,0.112629186682556,0.00425628556285414,0.681429355615149,0.443213388959067
linear-california,union,E,57,2.21210196790583,5.43772219651006,0.65294905480699,1.60505963107817,0.109470303446864,0.00434937902689288,0.643279142223955,0.352703869243418
linear-california,union,T,57,2.21905922080558,7.5919425990615,0.658813008860109,2.25395992134234,0.108711334093028,0.000504500060090548,0.668535264804183,0.362859261019033
linear-california,test,E,58,2.00330010894909,2.29348960432708,0.627872026843564,0.71882288628682,0.134889398196548,0.100913697831816,0.671328996860361,0.264168295312333
linear-california,test,T,58,2.02788285641661,4.75119768308401,0.635955972710646,1.49000349528351,0.131613871854599,0.00864133941684076,0.707838598714637,0.262787818005163
linear-california,train,E,58,2.27037294154377,5.47132075635791,0.675425390658342,1.62769247803286,0.103273657862885,0.00420567381776433,0.649970072631929,0.365257961928063
linear-california,train,T,58,2.26185106008826,6.18396751226783,0.677418955421847,1.85208340480193,0.104157504401463,0.0020622296806593,0.680364850298853,0.38833113462055
linear-california,union,E,58,2.32292893716847,5.91759699594826,0.685661997463817,1.74670490840483,0.0979861695640388,0.00269166048282066,0.633182241684434,0.333271183634778
