constant type,value,seconds required
trivial,9092.443159246763,0.0006351470947265625
ECLipsE,"tensor(12.3839, dtype=torch.float64)",46.308802127838135
ECLipsE_Fast,"tensor(12.3839, dtype=torch.float64)",0.03498220443725586
accuracy on train,0.9877166666666667,0
accuracy on test,0.9752,0
dmoc_union_E,0.2446520736047525,146.86054801940918
dmoc_train_E,0.2446520736047525,110.51871371269226
dmoc_test_E,0.18782081180420102,2.831322193145752
dmoc_union_T,0.0464741224134809,129.32244181632996
dmoc_train_T,0.0464741224134809,97.5578134059906
dmoc_test_T,0.038040655070735084,2.5319056510925293
