constant type,value,seconds required
trivial,130.38154901594098,0.000164031982421875
ECLipsE,"tensor(2.4341, dtype=torch.float64)",3.5342702865600586
ECLipsE_Fast,"tensor(2.4341, dtype=torch.float64)",0.0015628337860107422
accuracy on train,0.9666666388511658,0
accuracy on test,1.0,0
dmoc_union_E,0.9739206111191709,0.00110626220703125
dmoc_train_E,0.9739206111191709,0.0007531642913818359
dmoc_test_E,0.8571131092793404,0.000614166259765625
dmoc_union_T,0.9488887504245865,0.001107931137084961
dmoc_train_T,0.9010381757724486,0.0007472038269042969
dmoc_test_T,0.9488887504245865,0.0006470680236816406
