constant type,value,seconds required
trivial,962.4777721062491,0.0003409385681152344
ECLipsE,"tensor(2.6733, dtype=torch.float64)",149.15587878227234
ECLipsE_Fast,"tensor(2.6733, dtype=torch.float64)",0.03182530403137207
accuracy on train,0.9833333492279053,0
accuracy on test,1.0,0
dmoc_union_E,1.9209264775892974,0.0010249614715576172
dmoc_train_E,1.9194750570392232,0.0008909702301025391
dmoc_test_E,1.5195670911521812,0.0005917549133300781
dmoc_union_T,1.6147563063440893,0.0008580684661865234
dmoc_train_T,1.6147563063440893,0.0007522106170654297
dmoc_test_T,1.3264053328843322,0.0006291866302490234
