constant type,value,seconds required
trivial,38767.63852196498,0.000720977783203125
ECLipsE,"tensor(1.7950, dtype=torch.float64)",37.90582799911499
ECLipsE_Fast,"tensor(1.7950, dtype=torch.float64)",0.04546213150024414
R^2 on train,0.9494882225990295,0
R^2 on test,-1.1776645183563232,0
dmoc_union_E,1.951340220102656,5.564228296279907
dmoc_train_E,1.951340220102656,3.1336958408355713
dmoc_test_E,1.8130539345429877,0.18909811973571777
dmoc_union_T,1.1506219133134337,5.6520843505859375
dmoc_train_T,1.1159982095016028,4.0078349113464355
dmoc_test_T,1.0470552485829896,0.27076220512390137
