constant type,value,seconds required
trivial,9091.12800712628,0.0002009868621826172
ECLipsE,"tensor(1.9874, dtype=torch.float64)",11.577753067016602
ECLipsE_Fast,"tensor(1.9874, dtype=torch.float64)",0.011627912521362305
R^2 on train,0.9911015629768372,0
R^2 on test,-0.5342289209365845,0
dmoc_union_E,1.7472548100907017,5.264582395553589
dmoc_train_E,1.7073066163221167,4.013916015625
dmoc_test_E,1.6927115249252538,0.24277400970458984
dmoc_union_T,0.9382717979843831,6.101959943771362
dmoc_train_T,0.9382717979843831,3.8290631771087646
dmoc_test_T,0.876856917140868,0.2351679801940918
