constant type,value,seconds required
trivial,1007.8133624761368,0.0004353523254394531
ECLipsE,"tensor(4.4451, dtype=torch.float64)",95.61868906021118
ECLipsE_Fast,"tensor(4.4451, dtype=torch.float64)",0.03062295913696289
R^2 on train,0.7803792357444763,0
R^2 on test,0.7649494409561157,0
dmoc_union_E,5.5996190693617045,7.204320192337036
dmoc_train_E,5.5996190693617045,3.3225197792053223
dmoc_test_E,4.541190261405981,0.2713470458984375
dmoc_union_T,2.9188284209554447,5.653158903121948
dmoc_train_T,2.9188284209554447,2.9879000186920166
dmoc_test_T,2.5367477437171315,0.21018123626708984
