constant type,value,seconds required
trivial,134.0850524841768,0.00020003318786621094
ECLipsE,"tensor(4.0955, dtype=torch.float64)",3.160698175430298
ECLipsE_Fast,"tensor(4.0955, dtype=torch.float64)",0.0013890266418457031
R^2 on train,0.7565169334411621,0
R^2 on test,0.7439253926277161,0
dmoc_union_E,5.220646523313328,7.929800748825073
dmoc_train_E,5.220646523313328,3.5744760036468506
dmoc_test_E,4.301219149863858,0.26502323150634766
dmoc_union_T,2.8390425726187445,8.863761186599731
dmoc_train_T,2.7842092898193447,3.4934959411621094
dmoc_test_T,2.8390425726187445,0.21265339851379395
