constant type,value,seconds required
trivial_l2,1.174424274864381,0.0001289844512939453
trivial_l1,0.7633665800094604,5.2928924560546875e-05
ECLipsE,"tensor(1.1744, dtype=torch.float64)",7.581710815429688e-05
ECLipsE_Fast,"tensor(1.1744, dtype=torch.float64)",3.0279159545898438e-05
dmoc_union_E,1.1650983652952318,6.367125034332275
dmoc_train_E,1.1650983652952318,3.5164449214935303
dmoc_test_E,1.1636460646280766,0.2408900260925293
dmoc_union_T,0.7270177481574662,4.253010034561157
dmoc_train_T,0.7270177481574662,2.6865289211273193
dmoc_test_T,0.707567127414766,0.16533303260803223
