constant type,value,seconds required
trivial_l2,1.1886672328768522,0.00011301040649414062
trivial_l1,0.6865198612213135,5.3882598876953125e-05
ECLipsE,"tensor(1.1887, dtype=torch.float64)",7.009506225585938e-05
ECLipsE_Fast,"tensor(1.1887, dtype=torch.float64)",3.0994415283203125e-05
dmoc_union_E,1.1786399006613828,6.0349225997924805
dmoc_train_E,1.1764170589315677,3.882373094558716
dmoc_test_E,1.1782310603319195,0.24842596054077148
dmoc_union_T,0.6662787442028191,4.7718589305877686
dmoc_train_T,0.6662787442028191,3.3766422271728516
dmoc_test_T,0.6647702265935859,0.19623064994812012
