constant type,value,seconds required
trivial_l2,1.1528639586735079,0.000141143798828125
trivial_l1,0.7467360496520996,5.4836273193359375e-05
ECLipsE,"tensor(1.1529, dtype=torch.float64)",7.605552673339844e-05
ECLipsE_Fast,"tensor(1.1529, dtype=torch.float64)",3.123283386230469e-05
dmoc_union_E,1.1447368228673427,5.781529426574707
dmoc_train_E,1.1447368228673427,4.209694862365723
dmoc_test_E,1.1432655492776838,0.23319387435913086
dmoc_union_T,0.7110529640367022,4.972050666809082
dmoc_train_T,0.7110529640367022,3.14107608795166
dmoc_test_T,0.6943975622200276,0.17697906494140625
