constant type,value,seconds required
trivial_l2,1.121297326099258,0.00010800361633300781
trivial_l1,0.722568929195404,4.8160552978515625e-05
ECLipsE,"tensor(1.1213, dtype=torch.float64)",6.890296936035156e-05
ECLipsE_Fast,"tensor(1.1213, dtype=torch.float64)",2.7894973754882812e-05
dmoc_union_E,1.1151143542064963,5.011600017547607
dmoc_train_E,1.1151143542064963,2.7831292152404785
dmoc_test_E,1.109665022342475,0.17733383178710938
dmoc_union_T,0.688003272657106,4.292907953262329
dmoc_train_T,0.688003272657106,2.8644769191741943
dmoc_test_T,0.6746416346947565,0.2008802890777588
