constant type,value,seconds required
trivial_l2,1.233236371910688,0.00011801719665527344
trivial_l1,0.7234100103378296,5.221366882324219e-05
ECLipsE,"tensor(1.2332, dtype=torch.float64)",7.104873657226562e-05
ECLipsE_Fast,"tensor(1.2332, dtype=torch.float64)",2.9802322387695312e-05
dmoc_union_E,1.2249515150452455,5.596479892730713
dmoc_train_E,1.2249515150452455,3.6024765968322754
dmoc_test_E,1.2157015714357797,0.19268178939819336
dmoc_union_T,0.6952910486738402,5.657164812088013
dmoc_train_T,0.6952910486738402,2.520775079727173
dmoc_test_T,0.6889723090075406,0.16935300827026367
