constant type,value,seconds required
trivial_l2,1.1568230421164494,0.00013113021850585938
trivial_l1,0.7383330464363098,5.1021575927734375e-05
ECLipsE,"tensor(1.1568, dtype=torch.float64)",7.581710815429688e-05
ECLipsE_Fast,"tensor(1.1568, dtype=torch.float64)",3.123283386230469e-05
dmoc_union_E,1.150235075949235,6.822568416595459
dmoc_train_E,1.150235075949235,3.6188511848449707
dmoc_test_E,1.1463057371403866,0.24191713333129883
dmoc_union_T,0.7033931629376193,5.285620927810669
dmoc_train_T,0.7033931629376193,3.4074652194976807
dmoc_test_T,0.6878639174999908,0.21900081634521484
