constant type,value,seconds required
trivial_l2,1.1457094298317325,0.00012683868408203125
trivial_l1,0.7224084734916687,5.626678466796875e-05
ECLipsE,"tensor(1.1457, dtype=torch.float64)",7.700920104980469e-05
ECLipsE_Fast,"tensor(1.1457, dtype=torch.float64)",2.9802322387695312e-05
dmoc_union_E,1.1396869887611938,5.858046770095825
dmoc_train_E,1.1396869887611938,3.3049769401550293
dmoc_test_E,1.1319939246934179,0.27977705001831055
dmoc_union_T,0.6883927116681314,3.834338903427124
dmoc_train_T,0.6883927116681314,2.834416627883911
dmoc_test_T,0.6750483561459947,0.1886911392211914
