constant type,value,seconds required
trivial_l2,1.1156380886484594,0.0028429031372070312
trivial_l1,0.7401262521743774,0.0026750564575195312
ECLipsE,"tensor(1.1156, dtype=torch.float64)",0.006310224533081055
ECLipsE_Fast,"tensor(1.1156, dtype=torch.float64)",9.417533874511719e-05
dmoc_union_E,1.1095597913964217,9.526331186294556
dmoc_train_E,1.107746099224152,5.03059196472168
dmoc_test_E,1.107366486386162,0.3101837635040283
dmoc_union_T,0.7041519593297321,6.065895080566406
dmoc_train_T,0.7041519593297321,2.716052293777466
dmoc_test_T,0.6882639250852839,0.14465069770812988
