constant type,value,seconds required
trivial_l2,1.1053159519643134,0.00014591217041015625
trivial_l1,0.7175129055976868,5.888938903808594e-05
ECLipsE,"tensor(1.1053, dtype=torch.float64)",8.58306884765625e-05
ECLipsE_Fast,"tensor(1.1053, dtype=torch.float64)",3.0040740966796875e-05
dmoc_union_E,1.0991804134697614,4.76340913772583
dmoc_train_E,1.0985291858496375,3.2307379245758057
dmoc_test_E,1.0924753141845207,0.23423480987548828
dmoc_union_T,0.6830115594188473,4.979860067367554
dmoc_train_T,0.6830115594188473,2.7700388431549072
dmoc_test_T,0.6704891145915421,0.1686840057373047
