constant type,value,seconds required
trivial_l2,1.2010021107872662,0.0001289844512939453
trivial_l1,0.7494728565216064,5.340576171875e-05
ECLipsE,"tensor(1.2010, dtype=torch.float64)",7.677078247070312e-05
ECLipsE_Fast,"tensor(1.2010, dtype=torch.float64)",3.0994415283203125e-05
dmoc_union_E,1.1928178694730802,3.5096089839935303
dmoc_train_E,1.1928178694730802,2.6889660358428955
dmoc_test_E,1.1886027631170228,0.1615142822265625
dmoc_union_T,0.7145415603612244,4.803523063659668
dmoc_train_T,0.7145415603612244,2.6927709579467773
dmoc_test_T,0.6975238421830292,0.22394919395446777
