constant type,value,seconds required
trivial_l2,1.1266735181236949,0.00012993812561035156
trivial_l1,0.6976698040962219,5.5789947509765625e-05
ECLipsE,"tensor(1.1267, dtype=torch.float64)",7.891654968261719e-05
ECLipsE_Fast,"tensor(1.1267, dtype=torch.float64)",3.0994415283203125e-05
dmoc_union_E,1.1187955070312148,6.792760848999023
dmoc_train_E,1.117511174971714,4.226175785064697
dmoc_test_E,1.1156280091095094,0.2779526710510254
dmoc_union_T,0.6650800327320212,5.001155138015747
dmoc_train_T,0.6650800327320212,2.8451640605926514
dmoc_test_T,0.6553609914335569,0.22882390022277832
