constant type,value,seconds required
trivial_l2,1.1621584228329145,0.0001270771026611328
trivial_l1,0.7274646162986755,5.1975250244140625e-05
ECLipsE,"tensor(1.1622, dtype=torch.float64)",7.295608520507812e-05
ECLipsE_Fast,"tensor(1.1622, dtype=torch.float64)",2.9087066650390625e-05
dmoc_union_E,1.156279716749948,5.353787899017334
dmoc_train_E,1.156279716749948,2.4600327014923096
dmoc_test_E,1.1489231412241494,0.18375515937805176
dmoc_union_T,0.6933947770926266,4.547034025192261
dmoc_train_T,0.6933947770926266,3.097524881362915
dmoc_test_T,0.6793926821841507,0.19283699989318848
