constant type,value,seconds required
trivial_l2,1.200936446301799,0.00014209747314453125
trivial_l1,0.7282121777534485,5.3882598876953125e-05
ECLipsE,"tensor(1.2009, dtype=torch.float64)",7.510185241699219e-05
ECLipsE_Fast,"tensor(1.2009, dtype=torch.float64)",3.0994415283203125e-05
dmoc_union_E,1.1943619242877224,6.361560821533203
dmoc_train_E,1.1943619242877224,3.559053897857666
dmoc_test_E,1.184035782725089,0.20709800720214844
dmoc_union_T,0.6961001121187597,4.705114841461182
dmoc_train_T,0.6961001121187597,2.9956302642822266
dmoc_test_T,0.6825785881030441,0.19579267501831055
