constant type,value,seconds required
trivial_l2,1.1379203488242597,0.0001399517059326172
trivial_l1,0.7611602544784546,5.507469177246094e-05
ECLipsE,"tensor(1.1379, dtype=torch.float64)",7.700920104980469e-05
ECLipsE_Fast,"tensor(1.1379, dtype=torch.float64)",2.9802322387695312e-05
dmoc_union_E,1.12877714125429,5.808090686798096
dmoc_train_E,1.12877714125429,3.9984161853790283
dmoc_test_E,1.1284577508823996,0.22208833694458008
dmoc_union_T,0.7240196044892763,3.5874123573303223
dmoc_train_T,0.7240196044892763,2.872530937194824
dmoc_test_T,0.7051426798127006,0.1632828712463379
