constant type,value,seconds required
trivial_l2,1.1626273657451205,0.00012421607971191406
trivial_l1,0.7348126769065857,5.0067901611328125e-05
ECLipsE,"tensor(1.1626, dtype=torch.float64)",7.295608520507812e-05
ECLipsE_Fast,"tensor(1.1626, dtype=torch.float64)",3.0994415283203125e-05
dmoc_union_E,1.156382793352414,5.705368995666504
dmoc_train_E,1.156382793352414,3.7439379692077637
dmoc_test_E,1.150841907373109,0.23387408256530762
dmoc_union_T,0.7002513268109836,4.969441890716553
dmoc_train_T,0.7002513268109836,2.869655132293701
dmoc_test_T,0.6852538153481811,0.16817831993103027
