constant type,value,seconds required
trivial_l2,1.1360169134049547,0.00013589859008789062
trivial_l1,0.7284216284751892,5.602836608886719e-05
ECLipsE,"tensor(1.1360, dtype=torch.float64)",8.0108642578125e-05
ECLipsE_Fast,"tensor(1.1360, dtype=torch.float64)",3.0040740966796875e-05
dmoc_union_E,1.1298883267026782,5.770749092102051
dmoc_train_E,1.1298883267026782,3.2138729095458984
dmoc_test_E,1.1247080789906634,0.242081880569458
dmoc_union_T,0.693750148202132,5.5463337898254395
dmoc_train_T,0.693750148202132,2.9614362716674805
dmoc_test_T,0.679651710552272,0.18355703353881836
