constant type,value,seconds required
trivial_l2,1.1282952022000976,0.00013399124145507812
trivial_l1,0.7371500134468079,5.507469177246094e-05
ECLipsE,"tensor(1.1283, dtype=torch.float64)",7.915496826171875e-05
ECLipsE_Fast,"tensor(1.1283, dtype=torch.float64)",3.0994415283203125e-05
dmoc_union_E,1.1214646514079059,6.457483768463135
dmoc_train_E,1.1213120264744976,4.284095048904419
dmoc_test_E,1.1190968633571652,0.27026796340942383
dmoc_union_T,0.7017024424351955,6.363260746002197
dmoc_train_T,0.7017024424351955,3.0847861766815186
dmoc_test_T,0.6863204463931438,0.16668295860290527
