constant type,value,seconds required
trivial_l2,1.2233885854737785,0.0001361370086669922
trivial_l1,0.7037174701690674,5.507469177246094e-05
ECLipsE,"tensor(1.2234, dtype=torch.float64)",8.177757263183594e-05
ECLipsE_Fast,"tensor(1.2234, dtype=torch.float64)",3.314018249511719e-05
dmoc_union_E,1.2122233741114388,5.171703100204468
dmoc_train_E,1.2122233741114388,3.312112808227539
dmoc_test_E,1.2110610946202192,0.23274898529052734
dmoc_union_T,0.681007318265395,4.217559099197388
dmoc_train_T,0.681007318265395,2.6265342235565186
dmoc_test_T,0.6799993023281643,0.1578361988067627
