constant type,value,seconds required
trivial_l2,1.147573787562714,0.00012993812561035156
trivial_l1,0.7238083481788635,5.412101745605469e-05
ECLipsE,"tensor(1.1476, dtype=torch.float64)",7.700920104980469e-05
ECLipsE_Fast,"tensor(1.1476, dtype=torch.float64)",3.0994415283203125e-05
dmoc_union_E,1.1415208124389629,4.521124839782715
dmoc_train_E,1.1415208124389629,3.673774480819702
dmoc_test_E,1.1342123767992054,0.23179221153259277
dmoc_union_T,0.6896807937273128,4.753472089767456
dmoc_train_T,0.6896807937273128,2.6435747146606445
dmoc_test_T,0.6761528050454789,0.2088918685913086
