constant type,value,seconds required
trivial_l2,1.183168674234053,0.0001289844512939453
trivial_l1,0.7357489466667175,5.626678466796875e-05
ECLipsE,"tensor(1.1832, dtype=torch.float64)",7.724761962890625e-05
ECLipsE_Fast,"tensor(1.1832, dtype=torch.float64)",3.075599670410156e-05
dmoc_union_E,1.1769349807035885,5.875336170196533
dmoc_train_E,1.1769349807035885,4.187435626983643
dmoc_test_E,1.1697634913208814,0.29538583755493164
dmoc_union_T,0.701453404770564,3.380495071411133
dmoc_train_T,0.701453404770564,2.6878981590270996
dmoc_test_T,0.6865643476194564,0.16886305809020996
