constant type,value,seconds required
trivial_l2,1.198530351477008,0.00014591217041015625
trivial_l1,0.7381612062454224,5.793571472167969e-05
ECLipsE,"tensor(1.1985, dtype=torch.float64)",8.0108642578125e-05
ECLipsE_Fast,"tensor(1.1985, dtype=torch.float64)",3.1948089599609375e-05
dmoc_union_E,1.1919746129665822,4.370410442352295
dmoc_train_E,1.1919746129665822,2.759960889816284
dmoc_test_E,1.1846266574882027,0.22668218612670898
dmoc_union_T,0.7040569044690268,4.613236904144287
dmoc_train_T,0.7040569044690268,2.378216028213501
dmoc_test_T,0.6887032464845337,0.16558313369750977
