constant type,value,seconds required
trivial_l2,1.084686590591087,0.00011110305786132812
trivial_l1,0.7253478169441223,4.601478576660156e-05
ECLipsE,"tensor(1.0847, dtype=torch.float64)",6.723403930664062e-05
ECLipsE_Fast,"tensor(1.0847, dtype=torch.float64)",2.8848648071289062e-05
dmoc_union_E,1.08103408760815,5.6933348178863525
dmoc_train_E,1.077188549323207,3.8217101097106934
dmoc_test_E,1.0752213746113848,0.2427058219909668
dmoc_union_T,0.689813233596152,4.734088897705078
dmoc_train_T,0.689813233596152,3.0869009494781494
dmoc_test_T,0.6760952524940884,0.21828818321228027
