constant type,value,seconds required
trivial_l2,1.1915592839370688,0.0001327991485595703
trivial_l1,0.7146779298782349,5.698204040527344e-05
ECLipsE,"tensor(1.1916, dtype=torch.float64)",8.606910705566406e-05
ECLipsE_Fast,"tensor(1.1916, dtype=torch.float64)",3.075599670410156e-05
dmoc_union_E,1.1839831115598263,5.937771558761597
dmoc_train_E,1.1839831115598263,3.630171060562134
dmoc_test_E,1.1768008200254292,0.25282788276672363
dmoc_union_T,0.6845647039938912,4.025240182876587
dmoc_train_T,0.6845647039938912,3.1455979347229004
dmoc_test_T,0.6753726876398377,0.1861727237701416
