constant type,value,seconds required
trivial_l2,1.1210926246404398,0.0001609325408935547
trivial_l1,0.7140006422996521,5.7220458984375e-05
ECLipsE,"tensor(1.1211, dtype=torch.float64)",7.915496826171875e-05
ECLipsE_Fast,"tensor(1.1211, dtype=torch.float64)",3.0994415283203125e-05
dmoc_union_E,1.1146568864722075,7.217989206314087
dmoc_train_E,1.1145852310524098,3.8527371883392334
dmoc_test_E,1.1069356749845685,0.284395694732666
dmoc_union_T,0.6800788373824135,3.9712531566619873
dmoc_train_T,0.6800788373824135,2.821044683456421
dmoc_test_T,0.6678311178024555,0.1474900245666504
