constant type,value,seconds required
trivial_l2,1.106295186253911,0.00012302398681640625
trivial_l1,0.7531091570854187,5.221366882324219e-05
ECLipsE,"tensor(1.1063, dtype=torch.float64)",7.510185241699219e-05
ECLipsE_Fast,"tensor(1.1063, dtype=torch.float64)",2.9802322387695312e-05
dmoc_union_E,1.0989297596625476,6.061650276184082
dmoc_train_E,1.0989297596625476,3.7700560092926025
dmoc_test_E,1.0982282411603095,0.2382373809814453
dmoc_union_T,0.7159268979191893,5.331336736679077
dmoc_train_T,0.7159268979191893,2.8787829875946045
dmoc_test_T,0.6982962838293061,0.210784912109375
