constant type,value,seconds required
trivial_l2,1.1207113620764813,0.0001819133758544922
trivial_l1,0.7357396483421326,5.1021575927734375e-05
ECLipsE,"tensor(1.1207, dtype=torch.float64)",9.393692016601562e-05
ECLipsE_Fast,"tensor(1.1207, dtype=torch.float64)",3.1948089599609375e-05
dmoc_union_E,1.1143231858114608,5.45431923866272
dmoc_train_E,1.1135326544681585,3.1655797958374023
dmoc_test_E,1.1115764054914452,0.20203280448913574
dmoc_union_T,0.7002044232895185,4.542785167694092
dmoc_train_T,0.7002044232895185,2.983992099761963
dmoc_test_T,0.6849236271816469,0.2397000789642334
