constant type,value,seconds required
trivial_l2,1.1743548776151544,0.0001277923583984375
trivial_l1,0.7325151562690735,5.340576171875e-05
ECLipsE,"tensor(1.1744, dtype=torch.float64)",7.796287536621094e-05
ECLipsE_Fast,"tensor(1.1744, dtype=torch.float64)",3.3855438232421875e-05
dmoc_union_E,1.1682483507126098,5.385189056396484
dmoc_train_E,1.1682483507126098,3.3795201778411865
dmoc_test_E,1.1611530658711713,0.20955109596252441
dmoc_union_T,0.698329719825839,5.1431169509887695
dmoc_train_T,0.698329719825839,3.0284247398376465
dmoc_test_T,0.6836414702689382,0.14720726013183594
