constant type,value,seconds required
trivial_l2,1.186804284564125,0.0001430511474609375
trivial_l1,0.7170429825782776,5.698204040527344e-05
ECLipsE,"tensor(1.1868, dtype=torch.float64)",8.20159912109375e-05
ECLipsE_Fast,"tensor(1.1868, dtype=torch.float64)",3.0994415283203125e-05
dmoc_union_E,1.1795928553365538,3.88333797454834
dmoc_train_E,1.1795928553365538,3.231146812438965
dmoc_test_E,1.1714047114677901,0.21144795417785645
dmoc_union_T,0.6859947300486116,5.10952091217041
dmoc_train_T,0.6859947300486116,2.355037212371826
dmoc_test_T,0.6750573429714685,0.13074612617492676
