constant type,value,seconds required
trivial_l2,1.1563315082064407,0.0001289844512939453
trivial_l1,0.72541743516922,5.1021575927734375e-05
ECLipsE,"tensor(1.1563, dtype=torch.float64)",7.414817810058594e-05
ECLipsE_Fast,"tensor(1.1563, dtype=torch.float64)",2.8848648071289062e-05
dmoc_union_E,1.150284775421088,5.384533166885376
dmoc_train_E,1.150284775421088,3.1390180587768555
dmoc_test_E,1.1423080801814727,0.20673179626464844
dmoc_union_T,0.6914049688989807,4.542366027832031
dmoc_train_T,0.6914049688989807,2.863813877105713
dmoc_test_T,0.6778618848456387,0.2279353141784668
