constant type,value,seconds required
trivial_l2,1.167395001318053,0.00013780593872070312
trivial_l1,0.7508359551429749,5.2928924560546875e-05
ECLipsE,"tensor(1.1674, dtype=torch.float64)",7.486343383789062e-05
ECLipsE_Fast,"tensor(1.1674, dtype=torch.float64)",3.218650817871094e-05
dmoc_union_E,1.158429206137945,5.012501001358032
dmoc_train_E,1.158429206137945,3.8895959854125977
dmoc_test_E,1.157376330913625,0.22212910652160645
dmoc_union_T,0.7151400276906806,4.614464998245239
dmoc_train_T,0.7151400276906806,2.786754846572876
dmoc_test_T,0.6977698975909286,0.2289900779724121
