constant type,value,seconds required
trivial_l2,1.153565425087225,0.00011587142944335938
trivial_l1,0.7508838176727295,5.1975250244140625e-05
ECLipsE,"tensor(1.1536, dtype=torch.float64)",7.104873657226562e-05
ECLipsE_Fast,"tensor(1.1536, dtype=torch.float64)",2.9087066650390625e-05
dmoc_union_E,1.1441466097149662,6.378351211547852
dmoc_train_E,1.1441466097149662,4.179208993911743
dmoc_test_E,1.1441236532301933,0.24753689765930176
dmoc_union_T,0.7148339574057,4.15694785118103
dmoc_train_T,0.7148339574057,2.6965441703796387
dmoc_test_T,0.6974430244705028,0.13189101219177246
