constant type,value,seconds required
trivial_l2,1.1262344650464002,0.0001232624053955078
trivial_l1,0.7417296171188354,5.1021575927734375e-05
ECLipsE,"tensor(1.1262, dtype=torch.float64)",7.295608520507812e-05
ECLipsE_Fast,"tensor(1.1262, dtype=torch.float64)",3.0994415283203125e-05
dmoc_union_E,1.1190508359216504,5.816163063049316
dmoc_train_E,1.118088967200161,3.636315107345581
dmoc_test_E,1.1179820147078035,0.19303607940673828
dmoc_union_T,0.705840859694163,3.7253477573394775
dmoc_train_T,0.705840859694163,2.5102319717407227
dmoc_test_T,0.6896280964780673,0.15732598304748535
