constant type,value,seconds required
trivial_l2,1.1371080528993336,0.00014400482177734375
trivial_l1,0.7306038737297058,5.817413330078125e-05
ECLipsE,"tensor(1.1371, dtype=torch.float64)",8.296966552734375e-05
ECLipsE_Fast,"tensor(1.1371, dtype=torch.float64)",3.0994415283203125e-05
dmoc_union_E,1.1309781395818737,6.285839080810547
dmoc_train_E,1.1309781395818737,3.901211977005005
dmoc_test_E,1.1262893384056738,0.2458641529083252
dmoc_union_T,0.6957752364067418,3.8486461639404297
dmoc_train_T,0.6957752364067418,2.5782101154327393
dmoc_test_T,0.68132246985554,0.168287992477417
