constant type,value,seconds required
trivial_l2,1.1534781974015027,0.00013399124145507812
trivial_l1,0.7262073159217834,5.4836273193359375e-05
ECLipsE,"tensor(1.1535, dtype=torch.float64)",7.796287536621094e-05
ECLipsE_Fast,"tensor(1.1535, dtype=torch.float64)",3.0994415283203125e-05
dmoc_union_E,1.1476089211230744,6.923354387283325
dmoc_train_E,1.1476089211230744,3.981656789779663
dmoc_test_E,1.1403783697939116,0.2864348888397217
dmoc_union_T,0.6920285813536136,4.561456918716431
dmoc_train_T,0.6920285813536136,3.459338903427124
dmoc_test_T,0.6783053829636315,0.15855813026428223
