constant type,value,seconds required
trivial_l2,1.1827541606272935,0.00012803077697753906
trivial_l1,0.6990617513656616,4.982948303222656e-05
ECLipsE,"tensor(1.1828, dtype=torch.float64)",7.295608520507812e-05
ECLipsE_Fast,"tensor(1.1828, dtype=torch.float64)",3.504753112792969e-05
dmoc_union_E,1.1722677591682544,3.9983649253845215
dmoc_train_E,1.171613408477955,3.072296380996704
dmoc_test_E,1.1715041490040177,0.17366766929626465
dmoc_union_T,0.6714006581839127,4.506454944610596
dmoc_train_T,0.6714006581839127,2.792285203933716
dmoc_test_T,0.6679373567459429,0.2168443202972412
